trade_id,timestamp_entry,direction,session,entry_price,sl,tp1,tp2,lot_leg1,lot_leg2,lot_runner,iceberg_aligned,gate_score,gate_reason,gate_v4_status,leg1_result,leg1_exit_price,leg1_exit_time,leg2_result,leg2_exit_price,leg2_exit_time,leg3_result,leg3_exit_price,leg3_exit_time,total_pnl_usd,shield_activated,duration_minutes,mae_pts,mfe_pts
51,2026-04-02T16:30:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,9,momentum OK (d4h=+3443) | iceberg absorption sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,152.0,20.949999999999818,8.200000000000728
52,2026-04-02T16:35:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,8,momentum OK (d4h=+3011) | iceberg absorption sc=+6,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,147.0,20.949999999999818,8.200000000000728
53,2026-04-02T16:40:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,8,iceberg absorption sc=+8,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,142.0,20.949999999999818,8.200000000000728
54,2026-04-02T16:41:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4696.450000000001,2026-04-02T20:41:00+00:00,WINDOW_END,4696.450000000001,2026-04-02T20:41:00+00:00,15.66,True,240.0,4.150000000000546,31.199999999999818
55,2026-04-02T17:30:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,4,iceberg large_order sc=+4,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4702.450000000001,2026-04-02T20:59:00+00:00,WINDOW_END,4702.450000000001,2026-04-02T20:59:00+00:00,18.06,True,209.0,4.150000000000546,31.199999999999818
56,2026-04-02T17:35:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,6,iceberg absorption sc=+6,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4702.450000000001,2026-04-02T20:59:00+00:00,WINDOW_END,4702.450000000001,2026-04-02T20:59:00+00:00,18.06,True,204.0,4.150000000000546,31.199999999999818
57,2026-04-02T17:40:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,82.0,20.949999999999818,8.200000000000728
58,2026-04-02T17:45:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,77.0,20.949999999999818,8.200000000000728
59,2026-04-02T17:49:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4698.05,2026-04-02T21:40:00+00:00,WINDOW_END,4698.05,2026-04-02T21:40:00+00:00,16.3,True,231.0,4.150000000000546,31.199999999999818
60,2026-04-02T17:51:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,6,iceberg large_order sc=+6,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4698.05,2026-04-02T21:40:00+00:00,WINDOW_END,4698.05,2026-04-02T21:40:00+00:00,16.3,True,229.0,4.150000000000546,31.199999999999818
61,2026-04-02T18:05:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,57.0,20.949999999999818,3.899999999999636
62,2026-04-02T18:10:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,7,iceberg absorption sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,52.0,20.949999999999818,3.899999999999636
63,2026-04-02T18:17:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,45.0,20.949999999999818,3.899999999999636
64,2026-04-02T18:20:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,42.0,20.949999999999818,3.899999999999636
65,2026-04-02T18:30:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,5,iceberg absorption sc=+5,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,32.0,20.949999999999818,0.0
66,2026-04-02T18:35:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,27.0,20.949999999999818,0.0
