ts,direction,level
2026-01-08 16:00:00+00:00,1,4448.475
2026-01-13 00:00:00+00:00,-1,4609.525
2026-01-14 04:00:00+00:00,1,4615.525
2026-02-02 16:00:00+00:00,-1,4847.099999999999
2026-02-03 00:00:00+00:00,1,4751.424999999999
2026-02-04 16:00:00+00:00,-1,5008.05
2026-02-06 16:00:00+00:00,1,4931.9
2026-02-12 20:00:00+00:00,-1,5015.4
2026-02-18 04:00:00+00:00,1,4921.049999999999
2026-02-24 04:00:00+00:00,-1,5220.375
2026-02-25 04:00:00+00:00,1,5191.724999999999
2026-03-02 16:00:00+00:00,-1,5369.4
2026-03-06 04:00:00+00:00,1,5113.775
2026-03-09 00:00:00+00:00,-1,5118.325
2026-03-25 00:00:00+00:00,1,4484.875
2026-03-27 20:00:00+00:00,-1,4529.75
2026-03-30 08:00:00+00:00,1,4549.625
2026-04-02 04:00:00+00:00,-1,4744.650000000001
2026-04-02 20:00:00+00:00,1,4689.025
2026-04-05 20:00:00+00:00,-1,4695.25
2026-04-06 08:00:00+00:00,1,4700.375
2026-04-06 16:00:00+00:00,-1,4700.625
2026-04-07 20:00:00+00:00,1,4709.025
2026-04-08 20:00:00+00:00,-1,4772.15
2026-04-09 12:00:00+00:00,1,4757.575000000001
2026-04-12 20:00:00+00:00,-1,4745.65
2026-04-13 04:00:00+00:00,1,4726.05
2026-04-15 04:00:00+00:00,-1,4855.675
2026-04-17 16:00:00+00:00,1,4853.75
2026-04-19 12:00:00+00:00,-1,4866.450000000001
2026-04-22 00:00:00+00:00,1,4747.55
2026-04-23 04:00:00+00:00,-1,4737.225
