timestamp,open,high,low,close,volume,trend_a,trend_b,trend_a_dir,trend_b_dir,logic_c_score,entry_dir,pnl_60m,F1_B,F2_B,F3_B,F5_A,F5_B,arm
2026-02-04 07:30:00+00:00,5110.0,5113.5,5086.6,5106.8,3703.0,False,True,0,1,0.278,-1,0.3000000000001819,False,True,False,False,False,D_new_025
2026-02-04 08:00:00+00:00,5106.3,5113.9,5096.7,5106.5,3153.0,True,True,-1,-1,0.694,1,-26.5,True,True,True,False,False,D_new_025
2026-02-04 13:30:00+00:00,5071.9,5087.0,5056.0,5077.0,4657.0,True,True,1,1,0.498,-1,68.60000000000036,False,True,True,False,False,D_new_025
2026-02-05 10:00:00+00:00,4875.9,4900.0,4868.0,4883.1,2366.0,False,True,0,-1,0.41600000000000004,1,28.599999999999454,True,False,True,False,False,D_new_025
2026-02-05 15:30:00+00:00,4839.5,4859.2,4820.8,4838.6,8584.0,True,True,-1,-1,0.47400000000000003,1,73.39999999999964,True,True,False,False,False,D_new_025
2026-02-05 17:30:00+00:00,4889.6,4907.5,4882.1,4891.5,3069.0,False,True,0,-1,0.41600000000000004,1,-11.100000000000364,True,False,True,False,False,D_new_025
2026-02-05 18:00:00+00:00,4891.4,4898.4,4872.8,4892.1,5297.0,True,True,1,1,0.278,-1,17.700000000000728,False,True,False,False,False,D_new_025
2026-02-06 06:00:00+00:00,4916.3,4921.6,4867.7,4873.9,4444.0,False,True,0,1,0.396,-1,-4.5,False,False,True,False,True,D_new_025
2026-02-06 06:30:00+00:00,4871.9,4885.9,4841.0,4865.6,2986.0,True,True,-1,-1,0.41600000000000004,1,-3.300000000000182,True,False,True,False,False,D_new_025
2026-02-10 16:30:00+00:00,5032.4,5049.7,5031.0,5046.5,2070.0,False,True,0,1,0.41600000000000004,-1,-3.199999999999818,True,False,True,False,False,D_new_025
2026-02-10 17:00:00+00:00,5046.4,5062.0,5043.6,5060.0,2201.0,True,True,1,1,0.41600000000000004,-1,29.399999999999636,True,False,True,False,False,D_new_025
2026-02-10 17:30:00+00:00,5060.0,5064.0,5048.3,5049.7,1585.0,False,True,0,1,0.372,-1,13.699999999999818,True,False,False,False,True,D_new_025
2026-02-10 20:30:00+00:00,5051.1,5068.9,5050.0,5052.8,2625.0,True,True,1,1,0.863,-1,4.900000000000546,False,True,True,True,True,D_new_025
2026-02-11 03:30:00+00:00,5080.3,5085.0,5077.1,5079.0,886.0,False,True,0,-1,0.41600000000000004,1,-8.399999999999636,True,False,True,False,False,D_new_025
2026-02-12 00:00:00+00:00,5083.5,5090.0,5071.0,5081.5,1584.0,True,True,-1,-1,0.498,1,-1.5,False,True,True,False,False,D_new_025
2026-02-12 15:30:00+00:00,5088.3,5098.0,5082.8,5083.9,3800.0,False,True,0,1,0.65,-1,107.59999999999945,True,True,False,False,True,D_new_025
2026-02-18 00:00:00+00:00,4876.0,4890.0,4875.8,4886.9,952.0,False,True,0,-1,0.5920000000000001,1,18.300000000000182,True,False,True,False,True,D_new_025
2026-02-19 08:00:00+00:00,5028.0,5033.4,5023.9,5033.4,1272.0,False,True,0,-1,0.396,1,-13.899999999999636,False,False,True,False,True,D_new_025
2026-02-19 10:30:00+00:00,5006.0,5014.8,5000.7,5013.0,1919.0,False,True,0,-1,0.396,1,-9.699999999999818,False,False,True,False,True,D_new_025
2026-02-20 01:30:00+00:00,5018.0,5022.1,5012.9,5015.4,706.0,True,True,-1,-1,0.41600000000000004,1,-1.699999999999818,True,False,True,False,False,D_new_025
2026-02-20 02:00:00+00:00,5015.5,5025.7,5010.6,5015.4,1091.0,False,True,0,-1,0.498,1,-5.399999999999636,False,True,True,False,False,D_new_025
2026-02-20 21:00:00+00:00,5119.6,5121.7,5114.3,5120.9,1708.0,True,True,1,1,0.498,-1,-47.20000000000073,False,True,True,False,False,D_new_025
2026-02-23 10:00:00+00:00,5170.4,5177.3,5167.1,5176.6,2670.0,True,True,1,1,0.498,-1,5.5,False,True,True,False,False,D_new_025
