timestamp,open,high,low,close,volume,trend_a,trend_b,trend_a_dir,trend_b_dir,logic_c_score,entry_dir,pnl_60m,F1_B,F2_B,F3_B,F5_A,F5_B,arm
2026-02-04 07:30:00+00:00,5110.0,5113.5,5086.6,5106.8,3703.0,False,True,0,1,0.274,-1,0.3000000000001819,False,True,False,False,False,ablation
2026-02-04 08:00:00+00:00,5106.3,5113.9,5096.7,5106.5,3153.0,True,True,-1,-1,0.487,1,-26.5,True,True,True,False,False,ablation
2026-02-04 13:30:00+00:00,5071.9,5087.0,5056.0,5077.0,4657.0,True,True,1,1,0.274,-1,68.60000000000036,False,True,True,False,False,ablation
2026-02-05 15:30:00+00:00,4839.5,4859.2,4820.8,4838.6,8584.0,True,True,-1,-1,0.487,1,73.39999999999964,True,True,False,False,False,ablation
2026-02-05 18:00:00+00:00,4891.4,4898.4,4872.8,4892.1,5297.0,True,True,1,1,0.274,-1,17.700000000000728,False,True,False,False,False,ablation
2026-02-10 20:30:00+00:00,5051.1,5068.9,5050.0,5052.8,2625.0,True,True,1,1,0.274,-1,4.900000000000546,False,True,True,True,True,ablation
2026-02-12 00:00:00+00:00,5083.5,5090.0,5071.0,5081.5,1584.0,True,True,-1,-1,0.274,1,-1.5,False,True,True,False,False,ablation
2026-02-12 15:30:00+00:00,5088.3,5098.0,5082.8,5083.9,3800.0,False,True,0,1,0.487,-1,107.59999999999945,True,True,False,False,True,ablation
2026-02-20 02:00:00+00:00,5015.5,5025.7,5010.6,5015.4,1091.0,False,True,0,-1,0.274,1,-5.399999999999636,False,True,True,False,False,ablation
2026-02-20 21:00:00+00:00,5119.6,5121.7,5114.3,5120.9,1708.0,True,True,1,1,0.274,-1,-47.20000000000073,False,True,True,False,False,ablation
2026-02-23 10:00:00+00:00,5170.4,5177.3,5167.1,5176.6,2670.0,True,True,1,1,0.274,-1,5.5,False,True,True,False,False,ablation
2026-02-23 10:30:00+00:00,5176.6,5184.8,5165.6,5184.0,3230.0,True,True,1,1,0.274,-1,13.699999999999818,False,True,False,False,False,ablation
2026-02-25 12:00:00+00:00,5199.3,5205.2,5196.2,5201.5,2077.0,True,True,1,1,0.487,-1,-4.800000000000182,True,True,False,False,False,ablation
2026-02-25 12:30:00+00:00,5201.5,5204.1,5195.0,5201.0,1680.0,False,True,0,1,0.274,-1,-2.699999999999818,False,True,False,False,False,ablation
2026-02-26 11:00:00+00:00,5186.8,5194.3,5184.8,5187.9,2053.0,False,True,0,-1,0.274,1,6.800000000000182,False,True,True,False,False,ablation
2026-02-26 19:30:00+00:00,5203.0,5211.3,5200.2,5204.2,2147.0,True,True,1,1,0.274,-1,-9.5,False,True,True,False,False,ablation
2026-02-27 10:00:00+00:00,5192.5,5197.2,5183.2,5189.5,2412.0,True,True,-1,-1,0.274,1,4.199999999999818,False,True,False,False,False,ablation
2026-03-02 14:30:00+00:00,5347.9,5370.1,5318.6,5345.6,14387.0,True,True,-1,-1,0.274,1,-15.900000000000546,False,True,True,False,False,ablation
2026-03-02 20:00:00+00:00,5344.1,5360.9,5342.2,5347.7,3658.0,False,True,0,1,0.274,-1,1.0,False,True,False,False,True,ablation
2026-03-06 07:00:00+00:00,5124.7,5128.1,5114.0,5123.1,2281.0,True,True,-1,-1,0.274,1,-14.100000000000364,False,True,True,False,False,ablation
2026-03-06 16:00:00+00:00,5151.7,5163.0,5145.5,5151.8,2587.0,False,True,0,-1,0.487,1,1.300000000000182,True,True,False,False,False,ablation
2026-03-06 16:30:00+00:00,5152.8,5158.4,5136.0,5149.5,3986.0,False,True,0,-1,0.274,1,0.6999999999998181,False,True,False,False,False,ablation
2026-03-09 11:00:00+00:00,5094.8,5104.8,5086.5,5093.3,2840.0,True,True,-1,-1,0.274,1,24.0,False,True,False,False,False,ablation
2026-03-16 17:00:00+00:00,4996.1,5009.6,4995.9,5001.6,4169.0,True,True,1,1,0.487,-1,-11.099999999999454,True,True,False,False,False,ablation
2026-03-17 08:00:00+00:00,5025.2,5033.5,5022.5,5025.2,2503.0,True,True,1,1,0.274,-1,3.0999999999994543,False,True,False,True,True,ablation
2026-03-17 14:30:00+00:00,5012.9,5024.3,5007.2,5012.5,3443.0,True,True,-1,-1,0.274,1,-9.899999999999636,False,True,True,False,False,ablation
2026-03-17 17:00:00+00:00,5006.5,5013.7,5006.1,5007.4,2847.0,False,True,0,-1,0.487,1,0.8000000000001819,True,True,True,False,False,ablation
2026-03-24 11:30:00+00:00,4413.3,4432.2,4390.9,4408.0,4316.0,True,True,-1,-1,0.274,1,-29.300000000000182,False,True,False,False,False,ablation
2026-03-24 12:00:00+00:00,4408.2,4427.6,4396.3,4402.5,4707.0,True,True,-1,-1,0.487,1,-44.0,True,True,False,False,False,ablation
2026-03-24 14:30:00+00:00,4409.4,4435.0,4400.3,4420.1,6214.0,True,True,1,1,0.274,-1,7.300000000000182,False,True,True,False,False,ablation
2026-03-24 15:00:00+00:00,4419.9,4421.2,4396.5,4413.8,5314.0,False,True,0,1,0.487,-1,-8.199999999999818,True,True,True,False,False,ablation
2026-03-24 15:30:00+00:00,4414.1,4431.2,4410.2,4412.8,4328.0,True,True,-1,-1,0.487,1,9.399999999999636,True,True,True,False,False,ablation
2026-03-31 12:00:00+00:00,4613.3,4628.0,4601.8,4609.2,5914.0,False,True,0,1,0.274,-1,5.300000000000182,False,True,False,False,True,ablation
2026-03-31 13:00:00+00:00,4605.4,4617.8,4597.8,4603.9,2669.0,True,True,-1,-1,0.487,1,37.900000000000546,True,True,False,False,False,ablation
2026-03-31 17:00:00+00:00,4678.1,4690.5,4666.0,4679.8,4126.0,True,True,1,1,0.274,-1,-15.5,False,True,False,False,False,ablation
2026-04-01 12:30:00+00:00,4762.1,4779.1,4752.0,4752.3,6454.0,True,True,-1,-1,0.274,1,11.899999999999636,False,True,False,False,False,ablation
2026-04-01 14:00:00+00:00,4763.2,4783.0,4751.3,4770.0,5033.0,True,True,1,1,0.274,-1,-29.399999999999636,False,True,True,False,False,ablation
2026-04-01 18:30:00+00:00,4781.0,4793.2,4768.2,4779.5,3295.0,True,True,-1,-1,0.274,1,13.899999999999636,False,True,False,False,False,ablation
2026-04-02 06:00:00+00:00,4621.8,4625.4,4580.4,4617.8,9249.0,True,True,-1,-1,0.274,1,28.699999999999818,False,True,False,True,True,ablation
2026-04-07 11:00:00+00:00,4677.1,4681.9,4653.9,4673.0,4588.0,True,True,-1,-1,0.274,1,18.199999999999818,False,True,True,False,False,ablation
2026-04-07 12:00:00+00:00,4685.2,4696.3,4675.8,4691.2,2613.0,True,True,1,1,0.274,-1,7.599999999999454,False,True,True,False,False,ablation
2026-04-07 15:30:00+00:00,4678.8,4684.8,4667.4,4681.3,2661.0,True,True,1,1,0.274,-1,-1.0999999999994543,False,True,False,False,False,ablation
2026-04-07 17:00:00+00:00,4682.5,4699.1,4679.4,4686.0,2884.0,False,True,0,-1,0.274,1,20.199999999999818,False,True,False,False,False,ablation
2026-04-08 09:00:00+00:00,4821.9,4834.0,4821.2,4825.4,2543.0,False,True,0,-1,0.487,1,-15.599999999999454,True,True,False,False,False,ablation
2026-04-09 01:00:00+00:00,4730.2,4746.6,4722.4,4727.6,3481.0,False,True,0,-1,0.274,1,21.5,False,True,False,False,False,ablation
2026-04-13 12:00:00+00:00,4728.6,4742.8,4725.6,4732.8,3360.0,False,True,0,-1,0.274,1,23.899999999999636,False,True,False,False,False,ablation
2026-04-13 14:30:00+00:00,4738.3,4747.5,4731.9,4742.2,3626.0,False,True,0,-1,0.487,1,-5.300000000000182,True,True,False,False,False,ablation
2026-04-14 11:30:00+00:00,4801.0,4805.6,4792.3,4797.1,2637.0,False,True,0,1,0.487,-1,9.400000000000546,True,True,False,False,False,ablation
2026-04-14 12:30:00+00:00,4790.7,4798.5,4786.7,4787.7,2779.0,True,True,-1,-1,0.274,1,28.300000000000182,False,True,False,False,False,ablation
2026-04-16 05:00:00+00:00,4855.5,4861.3,4854.4,4855.5,1355.0,False,True,0,1,0.274,-1,17.5,False,True,False,False,True,ablation
2026-04-17 06:30:00+00:00,4804.8,4808.0,4800.0,4805.5,1475.0,False,True,0,-1,0.274,1,0.0,False,True,False,False,False,ablation
2026-04-17 08:00:00+00:00,4806.1,4812.5,4802.6,4806.1,1547.0,False,True,0,-1,0.274,1,11.5,False,True,False,False,False,ablation
2026-04-17 19:30:00+00:00,4878.0,4882.6,4873.6,4875.8,2180.0,True,True,-1,-1,0.274,1,-26.699999999999818,False,True,False,False,False,ablation
2026-04-20 12:00:00+00:00,4830.8,4842.9,4822.7,4825.9,6715.0,False,True,0,1,0.274,-1,-19.100000000000364,False,True,False,False,True,ablation
2026-04-20 12:30:00+00:00,4825.7,4829.7,4818.8,4823.3,3102.0,True,True,-1,-1,0.487,1,17.5,True,True,False,False,False,ablation
2026-04-21 12:30:00+00:00,4799.3,4809.3,4781.6,4798.3,4349.0,True,True,-1,-1,0.274,1,-67.30000000000018,False,True,False,False,False,ablation
