date,source,file_path,file_size_MB,row_count,first_ts_UTC,last_ts_UTC,coverage_hours,front_symbol
2025-10-27,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251027.mbp-10.csv.zst,184.81,220882,2025-10-27T00:00:00.153568338+00:00,2025-10-27T23:59:59.142203077+00:00,24.0,GCZ5
2025-10-28,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251028.mbp-10.csv.zst,175.76,232743,2025-10-28T00:00:00.173435591+00:00,2025-10-28T23:59:56.013525227+00:00,24.0,GCZ5
2025-10-29,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251029.mbp-10.csv.zst,174.23,190203,2025-10-29T00:00:00.467811598+00:00,2025-10-29T23:59:58.943776970+00:00,24.0,GCZ5
2025-10-30,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251030.mbp-10.csv.zst,166.78,171390,2025-10-30T00:00:00.531184997+00:00,2025-10-30T23:59:58.352286355+00:00,24.0,GCZ5
2025-10-31,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251031.mbp-10.csv.zst,156.82,156667,2025-10-31T00:00:00.190311168+00:00,2025-10-31T20:59:59.791381367+00:00,21.0,GCZ5
2025-11-02,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251102.mbp-10.csv.zst,6.94,5859,2025-11-02T23:00:00.192697050+00:00,2025-11-02T23:59:59.978939031+00:00,1.0,GCZ5
2025-11-03,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251103.mbp-10.csv.zst,136.54,156752,2025-11-03T00:00:00.413505953+00:00,2025-11-03T23:59:59.566161022+00:00,24.0,GCZ5
2025-11-04,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251104.mbp-10.csv.zst,163.16,170020,2025-11-04T00:00:00.003002497+00:00,2025-11-04T23:59:58.443469152+00:00,24.0,GCZ5
2025-11-05,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251105.mbp-10.csv.zst,121.06,118934,2025-11-05T00:00:02.991772207+00:00,2025-11-05T23:59:52.672494975+00:00,24.0,GCZ5
2025-11-06,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251106.mbp-10.csv.zst,122.05,117430,2025-11-06T00:00:10.812280200+00:00,2025-11-06T23:59:44.861569065+00:00,23.99,GCZ5
2025-11-07,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251107.mbp-10.csv.zst,119.9,115600,2025-11-07T00:00:00.003320655+00:00,2025-11-07T21:59:55.548153015+00:00,22.0,GCZ5
2025-11-09,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251109.mbp-10.csv.zst,4.63,3970,2025-11-09T23:00:00.160071779+00:00,2025-11-09T23:59:57.365835964+00:00,1.0,GCZ5
2025-11-10,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251110.mbp-10.csv.zst,139.7,149967,2025-11-10T00:00:00.846323045+00:00,2025-11-10T23:59:51.912488540+00:00,24.0,GCZ5
2025-11-11,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251111.mbp-10.csv.zst,142.0,142734,2025-11-11T00:00:00.008533864+00:00,2025-11-11T23:59:57.163762794+00:00,24.0,GCZ5
2025-11-12,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251112.mbp-10.csv.zst,183.65,170633,2025-11-12T00:00:00.766081812+00:00,2025-11-12T23:59:57.587098267+00:00,24.0,GCZ5
2025-11-13,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251113.mbp-10.csv.zst,210.86,185811,2025-11-13T00:00:00.156922414+00:00,2025-11-13T23:59:59.871653040+00:00,24.0,GCZ5
2025-11-14,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251114.mbp-10.csv.zst,257.63,225063,2025-11-14T00:00:00.063248711+00:00,2025-11-14T21:59:59.561506442+00:00,22.0,GCZ5
2025-11-16,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251116.mbp-10.csv.zst,8.96,6513,2025-11-16T23:00:00.120047073+00:00,2025-11-16T23:59:59.111248867+00:00,1.0,GCZ5
2025-11-17,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251117.mbp-10.csv.zst,182.2,162566,2025-11-17T00:00:00.011015419+00:00,2025-11-17T23:59:54.004768933+00:00,24.0,GCZ5
2025-11-18,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251118.mbp-10.csv.zst,188.61,158695,2025-11-18T00:00:00.300878889+00:00,2025-11-18T23:59:52.084041532+00:00,24.0,GCZ5
2025-11-19,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251119.mbp-10.csv.zst,183.09,164933,2025-11-19T00:00:00.049304120+00:00,2025-11-19T23:59:59.970418580+00:00,24.0,GCZ5
2025-11-20,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251120.mbp-10.csv.zst,244.77,191921,2025-11-20T00:00:00.491365106+00:00,2025-11-20T23:59:59.828608503+00:00,24.0,GCZ5
2025-11-21,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251121.mbp-10.csv.zst,227.41,189770,2025-11-21T00:00:00.083975997+00:00,2025-11-21T21:59:56.667934912+00:00,22.0,GCZ5
2025-11-23,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251123.mbp-10.csv.zst,3.72,4720,2025-11-23T23:00:00.180287179+00:00,2025-11-23T23:59:59.445862625+00:00,1.0,GCZ5
2025-11-24,databento_mbp10,C:\data\level2\_gc_xcec\GLBX-20260407-RQ5S6KR3E5\glbx-mdp3-20251124.mbp-10.csv.zst,168.1,169110,2025-11-24T00:00:00.165186836+00:00,2025-11-24T23:59:59.947725651+00:00,24.0,GCZ5
2025-12-01,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-01.csv.gz,0.1,5372,2025-12-01T20:38:25.081904+00:00,2025-12-01T23:53:27.785012700+00:00,3.25,
2025-12-02,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-02.csv.gz,4.06,161943,2025-12-02T00:22:10.319113500+00:00,2025-12-02T23:59:56.958372900+00:00,23.63,
2025-12-03,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-03.csv.gz,3.65,144451,2025-12-03T00:00:00.277289700+00:00,2025-12-03T23:59:53.260873700+00:00,24.0,
2025-12-04,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-04.csv.gz,3.19,125899,2025-12-04T00:00:00.900085900+00:00,2025-12-04T23:59:57.375257700+00:00,24.0,
2025-12-05,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-05.csv.gz,3.91,157010,2025-12-05T00:00:00.770016700+00:00,2025-12-05T22:00:00.352289600+00:00,22.0,
2025-12-07,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-07.csv.gz,0.09,3680,2025-12-07T23:00:00.843304900+00:00,2025-12-07T23:59:52.791908+00:00,1.0,
2025-12-08,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-08.csv.gz,2.15,84482,2025-12-08T00:00:00.729536200+00:00,2025-12-08T23:59:57.395583400+00:00,24.0,
2025-12-09,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-09.csv.gz,3.69,146010,2025-12-09T00:00:00.725635300+00:00,2025-12-09T23:59:51.239120700+00:00,24.0,
2025-12-10,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-10.csv.gz,3.77,151914,2025-12-10T00:00:01.920646400+00:00,2025-12-10T23:59:57.203813800+00:00,24.0,
2025-12-11,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-11.csv.gz,4.75,190409,2025-12-11T00:00:01.159267600+00:00,2025-12-11T23:59:59.386930200+00:00,24.0,
2025-12-12,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-12.csv.gz,5.64,230301,2025-12-12T00:00:00.590548400+00:00,2025-12-12T23:54:44.190153800+00:00,23.91,
2025-12-13,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-13.csv.gz,0.01,269,2025-12-13T00:08:47.068425800+00:00,2025-12-13T21:07:39.710437500+00:00,20.98,
2025-12-14,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-14.csv.gz,0.09,3503,2025-12-14T23:00:00.771320600+00:00,2025-12-14T23:59:57.680417100+00:00,1.0,
2025-12-15,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-15.csv.gz,4.38,174497,2025-12-15T00:00:00.288190600+00:00,2025-12-15T23:59:56.246913+00:00,24.0,
2025-12-16,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-16.csv.gz,4.42,176349,2025-12-16T00:00:00.227487200+00:00,2025-12-16T23:59:52.417624700+00:00,24.0,
2025-12-17,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-17.csv.gz,3.94,156996,2025-12-17T00:00:00.380186+00:00,2025-12-17T23:59:59.274967200+00:00,24.0,
2025-12-18,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-18.csv.gz,4.91,196917,2025-12-18T00:00:00.625310900+00:00,2025-12-18T23:59:59.406417800+00:00,24.0,
2025-12-19,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-19.csv.gz,3.42,136037,2025-12-19T00:00:01.225206100+00:00,2025-12-19T21:59:57.539604600+00:00,22.0,
2025-12-21,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-21.csv.gz,0.12,4668,2025-12-21T23:00:01.659514200+00:00,2025-12-21T23:59:59.820334900+00:00,1.0,
2025-12-22,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-22.csv.gz,4.22,168605,2025-12-22T00:00:00.385374300+00:00,2025-12-22T23:59:56.483299400+00:00,24.0,
2025-12-23,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-23.csv.gz,3.22,129045,2025-12-23T00:00:00.426231+00:00,2025-12-23T23:59:56.946750700+00:00,24.0,
2025-12-24,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-24.csv.gz,3.1,122790,2025-12-24T00:00:00.459883800+00:00,2025-12-24T18:44:55.984338300+00:00,18.75,
2025-12-25,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-25.csv.gz,0.15,6016,2025-12-25T23:00:00.705784200+00:00,2025-12-25T23:59:56.805472100+00:00,1.0,
2025-12-26,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-26.csv.gz,3.43,135983,2025-12-26T00:00:00.232441400+00:00,2025-12-26T21:59:47.792750800+00:00,22.0,
2025-12-28,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-28.csv.gz,0.29,11428,2025-12-28T23:00:00.842545800+00:00,2025-12-28T23:59:59.465135400+00:00,1.0,
2025-12-29,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-29.csv.gz,6.5,258744,2025-12-29T00:00:00.339663+00:00,2025-12-29T23:59:57.252067+00:00,24.0,
2025-12-30,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-30.csv.gz,3.97,157237,2025-12-30T00:00:00.193486200+00:00,2025-12-30T23:59:57.569103300+00:00,24.0,
2025-12-31,trades_l2,C:\data\level2\_gc_xcec\trades_2025-12-31.csv.gz,3.45,135489,2025-12-31T00:00:01.205701900+00:00,2025-12-31T21:59:56.251355200+00:00,22.0,
2026-01-01,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-01.csv.gz,0.09,3650,2026-01-01T23:00:00.612047+00:00,2026-01-01T23:59:51.383274800+00:00,1.0,
2026-01-02,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-02.csv.gz,3.12,123356,2026-01-02T00:00:00.248742900+00:00,2026-01-02T21:59:59.297468200+00:00,22.0,
2026-01-04,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-04.csv.gz,0.28,11186,2026-01-04T23:00:00.863049300+00:00,2026-01-04T23:59:56.956581500+00:00,1.0,
2026-01-05,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-05.csv.gz,4.11,162506,2026-01-05T00:00:01.224122500+00:00,2026-01-05T23:59:57.878043300+00:00,24.0,
2026-01-06,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-06.csv.gz,3.45,136417,2026-01-06T00:00:00.308376200+00:00,2026-01-06T23:59:59.452392200+00:00,24.0,
2026-01-07,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-07.csv.gz,3.96,156621,2026-01-07T00:00:00.318038100+00:00,2026-01-07T23:59:39.455165100+00:00,23.99,
2026-01-08,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-08.csv.gz,3.54,139324,2026-01-08T00:00:00.363169500+00:00,2026-01-08T23:59:53.702059600+00:00,24.0,
2026-01-09,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-09.csv.gz,3.52,139044,2026-01-09T00:00:00.300244600+00:00,2026-01-09T21:59:58.699761+00:00,22.0,
2026-01-11,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-11.csv.gz,0.22,8795,2026-01-11T23:00:00.802143400+00:00,2026-01-11T23:59:58.881134600+00:00,1.0,
2026-01-12,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-12.csv.gz,5.2,207363,2026-01-12T00:00:00.384663300+00:00,2026-01-12T23:59:59.938542300+00:00,24.0,
2026-01-13,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-13.csv.gz,4.47,178299,2026-01-13T00:00:00.044719900+00:00,2026-01-13T23:59:57.426750+00:00,24.0,
2026-01-14,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-14.csv.gz,5.34,214019,2026-01-14T00:00:00.307976+00:00,2026-01-14T23:59:56.761435600+00:00,24.0,
2026-01-15,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-15.csv.gz,4.4,174466,2026-01-15T00:00:00.470987500+00:00,2026-01-15T23:59:56.610117700+00:00,24.0,
2026-01-16,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-16.csv.gz,4.85,194816,2026-01-16T00:00:02.055938600+00:00,2026-01-16T21:59:56.059189100+00:00,22.0,
2026-01-18,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-18.csv.gz,0.68,27731,2026-01-18T23:00:00.862933800+00:00,2026-01-18T23:59:55.036950600+00:00,1.0,
2026-01-19,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-19.csv.gz,2.43,95065,2026-01-19T00:00:00.298830+00:00,2026-01-19T23:59:50.688420700+00:00,24.0,
2026-01-20,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-20.csv.gz,5.26,211248,2026-01-20T00:00:00.237416600+00:00,2026-01-20T23:59:59.305376400+00:00,24.0,
2026-01-21,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-21.csv.gz,7.61,306443,2026-01-21T00:00:00.212372900+00:00,2026-01-21T23:59:59.827938200+00:00,24.0,
2026-01-22,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-22.csv.gz,5.01,200244,2026-01-22T00:00:00.046306700+00:00,2026-01-22T23:59:52.852270900+00:00,24.0,
2026-01-23,trades_l2,C:\data\level2\_gc_xcec\trades_2026-01-23.csv.gz,4.54,180333,2026-01-23T00:00:00.368785200+00:00,2026-01-23T21:59:59.982490300+00:00,22.0,
2026-02-02,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-02.csv.gz,0.77,29574,2026-02-02T18:25:23.753603300+00:00,2026-02-02T23:59:59.191638+00:00,5.58,
2026-02-03,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-03.csv.gz,5.62,219139,2026-02-03T00:00:00.337140900+00:00,2026-02-03T23:59:51.871919600+00:00,24.0,
2026-02-04,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-04.csv.gz,5.13,201043,2026-02-04T00:00:00.875716500+00:00,2026-02-04T23:59:57.877364+00:00,24.0,
2026-02-05,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-05.csv.gz,5.09,196939,2026-02-05T00:00:00.829417800+00:00,2026-02-05T23:59:58.113660700+00:00,24.0,
2026-02-06,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-06.csv.gz,3.45,132728,2026-02-06T00:00:00.351706400+00:00,2026-02-06T21:59:58.105737+00:00,22.0,
2026-02-08,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-08.csv.gz,0.21,8029,2026-02-08T23:00:00.735787700+00:00,2026-02-08T23:59:54.037003600+00:00,1.0,
2026-02-09,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-09.csv.gz,2.51,96526,2026-02-09T00:00:00.802629200+00:00,2026-02-09T23:59:59.671795500+00:00,24.0,
2026-02-10,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-10.csv.gz,2.16,82890,2026-02-10T00:00:00.688403+00:00,2026-02-10T23:59:49.805840700+00:00,24.0,
2026-02-11,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-11.csv.gz,2.65,102680,2026-02-11T00:00:00.317059800+00:00,2026-02-11T23:59:58.951934+00:00,24.0,
2026-02-12,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-12.csv.gz,3.31,129735,2026-02-12T00:00:00.403041+00:00,2026-02-12T23:59:59.279919400+00:00,24.0,
2026-02-13,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-13.csv.gz,2.46,95300,2026-02-13T00:00:00.282007700+00:00,2026-02-13T21:59:58.709643700+00:00,22.0,
2026-02-15,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-15.csv.gz,0.08,3110,2026-02-15T23:00:00.798240500+00:00,2026-02-15T23:59:55.069338200+00:00,1.0,
2026-02-16,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-16.csv.gz,0.86,32510,2026-02-16T00:00:01.008673200+00:00,2026-02-16T23:59:18.347046400+00:00,23.99,
2026-02-17,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-17.csv.gz,2.55,99504,2026-02-17T00:00:18.871216900+00:00,2026-02-17T23:59:55.742020100+00:00,23.99,
2026-02-18,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-18.csv.gz,1.99,77230,2026-02-18T00:00:00.345696400+00:00,2026-02-18T23:59:57.757834+00:00,24.0,
2026-02-19,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-19.csv.gz,1.83,70733,2026-02-19T00:00:00.869496200+00:00,2026-02-19T23:59:59.168176200+00:00,24.0,
2026-02-20,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-20.csv.gz,2.66,103447,2026-02-20T00:00:00.283706900+00:00,2026-02-20T21:59:59.316952500+00:00,22.0,
2026-02-22,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-22.csv.gz,0.21,8094,2026-02-22T23:00:00.813664700+00:00,2026-02-22T23:59:55.077665500+00:00,1.0,
2026-02-23,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-23.csv.gz,2.83,110344,2026-02-23T00:00:00.315912700+00:00,2026-02-23T23:59:58.576494400+00:00,24.0,
2026-02-24,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-24.csv.gz,3.0,116890,2026-02-24T00:00:00.344241200+00:00,2026-02-24T23:59:07.604430300+00:00,23.99,
2026-02-25,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-25.csv.gz,2.36,91898,2026-02-25T00:00:01.113826700+00:00,2026-02-25T23:59:56.608147200+00:00,24.0,
2026-02-26,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-26.csv.gz,2.69,104634,2026-02-26T00:00:00.355509500+00:00,2026-02-26T23:59:36.943885800+00:00,23.99,
2026-02-27,trades_l2,C:\data\level2\_gc_xcec\trades_2026-02-27.csv.gz,3.08,121216,2026-02-27T00:00:00.335848600+00:00,2026-02-27T21:59:57.835327800+00:00,22.0,
2026-03-01,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-01.csv.gz,0.46,18272,2026-03-01T23:00:01.173138900+00:00,2026-03-01T23:59:58.959256900+00:00,1.0,
2026-03-02,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-02.csv.gz,4.32,169085,2026-03-02T00:00:00.412418900+00:00,2026-03-02T23:59:55.413323400+00:00,24.0,
2026-03-03,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-03.csv.gz,0.88,34020,2026-03-03T00:00:03.055344400+00:00,2026-03-03T07:59:57.346027500+00:00,8.0,
2026-03-04,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-04.csv.gz,0.75,28823,2026-03-04T15:36:00.764021400+00:00,2026-03-04T23:59:56.360571900+00:00,8.4,
2026-03-05,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-05.csv.gz,3.0,116013,2026-03-05T00:00:00.321130800+00:00,2026-03-05T23:59:36.980083800+00:00,23.99,
2026-03-06,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-06.csv.gz,2.75,106681,2026-03-06T00:00:00.199011100+00:00,2026-03-06T21:59:59.429653100+00:00,22.0,
2026-03-08,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-08.csv.gz,0.4,15580,2026-03-08T22:00:00.786154400+00:00,2026-03-08T23:59:59.466057700+00:00,2.0,
2026-03-09,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-09.csv.gz,2.77,106481,2026-03-09T00:00:00.494283300+00:00,2026-03-09T19:56:31.170607700+00:00,19.94,
2026-03-15,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-15.csv.gz,0.24,9234,2026-03-15T22:00:00.782765400+00:00,2026-03-15T23:59:55.954098900+00:00,2.0,
2026-03-16,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-16.csv.gz,3.03,116824,2026-03-16T00:00:03.339476+00:00,2026-03-16T23:59:46.893363800+00:00,24.0,
2026-03-17,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-17.csv.gz,2.23,85503,2026-03-17T00:00:04.212141300+00:00,2026-03-17T23:59:32.148303400+00:00,23.99,
2026-03-18,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-18.csv.gz,3.99,155572,2026-03-18T00:00:07.678684200+00:00,2026-03-18T23:59:50.349824900+00:00,24.0,
2026-03-19,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-19.csv.gz,5.78,224531,2026-03-19T00:00:01.995648500+00:00,2026-03-19T23:59:51.946910700+00:00,24.0,
2026-03-20,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-20.csv.gz,4.25,163975,2026-03-20T00:00:02.910647700+00:00,2026-03-20T20:59:59.358483800+00:00,21.0,
2026-03-23,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-23.csv.gz,0.71,26841,2026-03-23T17:18:33.308770800+00:00,2026-03-23T23:59:56.716896100+00:00,6.69,
2026-03-24,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-24.csv.gz,3.9,150201,2026-03-24T00:00:00.222726800+00:00,2026-03-24T23:59:49.165868200+00:00,24.0,
2026-03-25,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-25.csv.gz,0.49,19268,2026-03-25T00:00:14.181334+00:00,2026-03-25T02:15:58.136584+00:00,2.26,
2026-03-27,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-27.csv.gz,0.03,1075,2026-03-27T17:18:40.496342700+00:00,2026-03-27T20:58:37.342762300+00:00,3.67,
2026-03-29,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-29.csv.gz,0.28,10761,2026-03-29T22:00:00.901327400+00:00,2026-03-29T23:59:59.906262100+00:00,2.0,
2026-03-30,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-30.csv.gz,3.15,121604,2026-03-30T00:00:00.342685700+00:00,2026-03-30T23:59:55.107111300+00:00,24.0,
2026-03-31,trades_l2,C:\data\level2\_gc_xcec\trades_2026-03-31.csv.gz,3.01,116766,2026-03-31T00:00:00.319093800+00:00,2026-03-31T23:59:59.675124+00:00,24.0,
2026-04-01,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-01.csv.gz,3.2,124389,2026-04-01T00:00:01.023674200+00:00,2026-04-01T23:59:56.110532500+00:00,24.0,
2026-04-02,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-02.csv.gz,3.08,119622,2026-04-02T00:00:00.388191700+00:00,2026-04-02T20:59:59.858833500+00:00,21.0,
2026-04-05,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-05.csv.gz,0.26,10228,2026-04-05T22:00:01.239892800+00:00,2026-04-05T23:59:50.472632500+00:00,2.0,
2026-04-06,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-06.csv.gz,1.65,63112,2026-04-06T00:00:00.784877700+00:00,2026-04-06T23:59:55.595303+00:00,24.0,
2026-04-07,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-07.csv.gz,3.01,116728,2026-04-07T00:00:00.852741100+00:00,2026-04-07T23:59:59.144335900+00:00,24.0,
2026-04-08,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-08.csv.gz,3.63,141625,2026-04-08T00:00:00.604828600+00:00,2026-04-08T23:59:51.068787900+00:00,24.0,
2026-04-09,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-09.csv.gz,1.65,63761,2026-04-09T00:00:00.497069700+00:00,2026-04-09T14:54:01.280439300+00:00,14.9,
2026-04-10,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-10.csv.gz,1.45,56481,2026-04-10T09:55:41.260349400+00:00,2026-04-10T20:59:57.867958500+00:00,11.07,
2026-04-12,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-12.csv.gz,0.31,12107,2026-04-12T22:00:02.197913200+00:00,2026-04-12T23:59:59.282347500+00:00,2.0,
2026-04-13,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-13.csv.gz,2.44,94042,2026-04-13T00:00:00.444286500+00:00,2026-04-13T23:59:59.391532900+00:00,24.0,
2026-04-14,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-14.csv.gz,2.59,101669,2026-04-14T00:00:00.485193+00:00,2026-04-14T23:59:59.660961100+00:00,24.0,
2026-04-15,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-15.csv.gz,2.28,87907,2026-04-15T00:00:00.417783500+00:00,2026-04-15T23:59:57.879988600+00:00,24.0,
2026-04-16,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-16.csv.gz,2.27,87780,2026-04-16T00:00:00.449790400+00:00,2026-04-16T23:59:59.836633800+00:00,24.0,
2026-04-17,trades_l2,C:\data\level2\_gc_xcec\trades_2026-04-17.csv.gz,2.68,104526,2026-04-17T00:00:00.796529200+00:00,2026-04-17T21:07:54.296000700+00:00,21.13,
