box_id,bars,first_ts,bias_native
5188,8,2026-03-24 00:00:00+00:00,unknown
5189,2,2026-03-24 04:30:00+00:00,bearish
5190,7,2026-03-24 06:00:00+00:00,bullish
5191,12,2026-03-24 10:00:00+00:00,unknown
5192,10,2026-03-24 17:30:00+00:00,unknown
5193,1,2026-03-24 23:30:00+00:00,bullish
5194,5,2026-03-27 19:00:00+00:00,bullish
5195,9,2026-03-30 00:30:00+00:00,unknown
5196,6,2026-03-30 05:30:00+00:00,bullish
5197,19,2026-03-30 11:00:00+00:00,unknown
5198,1,2026-03-31 00:30:00+00:00,unknown
5199,12,2026-03-31 10:30:00+00:00,unknown
5200,4,2026-03-31 17:00:00+00:00,bullish
5201,2,2026-03-31 19:30:00+00:00,bullish
5203,12,2026-04-01 04:30:00+00:00,unknown
5204,8,2026-04-01 11:00:00+00:00,bullish
5206,6,2026-04-01 18:30:00+00:00,bearish
5207,1,2026-04-02 00:30:00+00:00,bullish
5208,1,2026-04-02 06:00:00+00:00,bearish
5209,11,2026-04-02 11:00:00+00:00,unknown
5210,2,2026-04-02 17:00:00+00:00,unknown
5211,4,2026-04-02 19:30:00+00:00,bullish
5212,1,2026-04-06 00:00:00+00:00,bearish
5213,4,2026-04-06 05:00:00+00:00,bullish
5214,6,2026-04-07 01:30:00+00:00,unknown
5215,1,2026-04-07 08:00:00+00:00,unknown
5216,7,2026-04-07 14:00:00+00:00,unknown
5217,7,2026-04-07 18:00:00+00:00,bullish
5218,1,2026-04-08 00:00:00+00:00,bullish
5219,14,2026-04-08 08:30:00+00:00,unknown
5220,1,2026-04-08 17:30:00+00:00,bearish
5221,11,2026-04-09 00:00:00+00:00,bearish
5222,2,2026-04-09 08:30:00+00:00,unknown
5223,6,2026-04-09 10:30:00+00:00,bullish
5225,1,2026-04-10 20:30:00+00:00,bearish
5226,16,2026-04-13 11:30:00+00:00,unknown
5227,13,2026-04-13 22:00:00+00:00,bullish
5228,15,2026-04-14 06:30:00+00:00,unknown
5229,4,2026-04-14 17:30:00+00:00,bullish
5230,7,2026-04-15 01:00:00+00:00,unknown
5231,8,2026-04-16 00:30:00+00:00,unknown
5232,10,2026-04-16 05:00:00+00:00,unknown
5233,9,2026-04-16 13:30:00+00:00,unknown
5234,4,2026-04-17 04:00:00+00:00,unknown
5235,12,2026-04-17 06:30:00+00:00,unknown
5236,2,2026-04-17 17:00:00+00:00,bearish
5237,6,2026-04-17 19:30:00+00:00,bearish
5238,1,2026-04-19 22:30:00+00:00,bearish
5239,2,2026-04-20 05:00:00+00:00,bearish
5240,13,2026-04-20 10:00:00+00:00,bullish
5241,2,2026-04-20 18:00:00+00:00,bullish
5242,2,2026-04-20 20:30:00+00:00,bullish
5243,10,2026-04-20 22:30:00+00:00,unknown
5244,3,2026-04-21 11:30:00+00:00,unknown
5245,3,2026-04-21 23:30:00+00:00,bullish
5246,3,2026-04-22 01:30:00+00:00,bullish
5247,27,2026-04-22 03:30:00+00:00,unknown
5248,2,2026-04-22 17:30:00+00:00,bullish
5249,3,2026-04-22 19:00:00+00:00,bullish
5250,7,2026-04-22 22:30:00+00:00,unknown
5251,2,2026-04-23 06:30:00+00:00,unknown
5252,1,2026-04-23 11:30:00+00:00,unknown
5253,5,2026-04-24 02:00:00+00:00,unknown
5255,7,2026-04-24 10:30:00+00:00,unknown
5256,2,2026-04-24 20:00:00+00:00,bearish
5257,2,2026-04-27 06:00:00+00:00,bearish
5258,3,2026-04-27 09:00:00+00:00,bearish
5260,2,2026-04-27 18:00:00+00:00,bullish
5261,7,2026-04-28 02:00:00+00:00,unknown
5262,5,2026-04-28 11:30:00+00:00,bearish
5263,2,2026-04-28 16:00:00+00:00,bullish
5264,2,2026-04-28 17:30:00+00:00,bullish
5265,2,2026-04-29 04:30:00+00:00,unknown
5266,3,2026-04-29 06:00:00+00:00,bearish
5267,1,2026-04-29 13:00:00+00:00,bearish
5268,13,2026-04-30 00:00:00+00:00,bullish
5269,4,2026-04-30 13:30:00+00:00,bearish
5270,2,2026-04-30 16:30:00+00:00,bearish
5271,2,2026-04-30 18:30:00+00:00,bullish
5272,3,2026-04-30 22:30:00+00:00,bullish
5273,8,2026-05-01 00:30:00+00:00,unknown
5274,2,2026-05-01 18:00:00+00:00,bearish
5275,15,2026-05-03 23:30:00+00:00,unknown
5276,22,2026-05-05 00:30:00+00:00,bullish
5277,1,2026-05-05 23:00:00+00:00,unknown
5278,5,2026-05-06 05:00:00+00:00,bullish
5280,7,2026-05-06 19:30:00+00:00,bullish
5281,6,2026-05-07 01:00:00+00:00,unknown
5282,2,2026-05-07 04:30:00+00:00,bearish
5283,1,2026-05-07 06:00:00+00:00,bullish
5284,14,2026-05-07 12:30:00+00:00,unknown
5285,8,2026-05-08 01:30:00+00:00,unknown
5286,12,2026-05-08 06:00:00+00:00,unknown
5287,2,2026-05-08 15:00:00+00:00,unknown
