entry_ts,direction,entry_price,sl,tp1,tp2,atr_m30,score,score_detail,exit_ts,exit_reason,exit_price,pnl_usd,duration_min,capital_after
2025-11-13 15:34:00+00:00,SHORT,4194.4,4198.25,4183.549999999999,4175.9,15.699999999999948,1,mom+1 no_iceberg_data,2025-11-13 15:38:00+00:00,SL_HIT,4198.25,-19.25000000000182,4,897.7142857142867
2025-11-17 07:16:00+00:00,SHORT,4076.1,4082.821428571429,4056.6,4046.5,12.442857142857195,1,mom+1 no_iceberg_data,2025-11-17 07:39:00+00:00,SL_HIT,4082.821428571429,-33.607142857144936,23,864.1071428571418
2025-11-17 11:46:00+00:00,SHORT,4080.4,4083.689285714286,4056.6,4046.5,14.178571428571493,1,mom+1 no_iceberg_data,2025-11-17 11:52:00+00:00,SL_HIT,4083.689285714286,-16.44642857143026,6,847.6607142857115
2025-11-20 02:30:00+00:00,SHORT,4057.4,4064.5464285714284,4047.35,4034.0,15.692857142857227,1,mom+1 no_iceberg_data,2025-11-20 02:49:00+00:00,SL_HIT,4064.5464285714284,-35.7321428571413,19,811.9285714285702
2025-11-20 17:00:00+00:00,SHORT,4050.1,4057.4571428571426,4038.6499999999996,4026.5,18.714285714285715,1,mom+1 no_iceberg_data,2025-11-20 17:21:00+00:00,SL_HIT,4057.4571428571426,-36.78571428571331,21,775.1428571428569
2025-11-26 15:02:00+00:00,SHORT,4176.5,4180.075,4168.25,4161.1,12.350000000000104,3,mom+3 no_iceberg_data,2025-11-26 15:03:00+00:00,SL_HIT,4180.075,-17.87499999999909,1,757.2678571428578
2025-12-08 15:17:00+00:00,SHORT,4213.1,4215.3,4198.5,4190.4,9.735714285714428,1,mom+1 no_iceberg_data,2025-12-08 15:19:00+00:00,SL_HIT,4215.3,-10.99999999999909,2,746.2678571428587
2025-12-30 16:30:00+00:00,SHORT,4381.5,4392.078571428572,4369.95,4363.4,15.557142857143065,1,mom+1 no_modifier,2025-12-30 16:56:00+00:00,SL_HIT,4392.078571428572,-52.89285714286052,26,693.3749999999982
2026-01-05 13:30:00+00:00,SHORT,4410.25,4414.978571428572,4399.450000000001,4394.6,11.557142857142935,1,mom+1 no_modifier,2026-01-05 13:31:00+00:00,SL_HIT,4414.978571428572,-23.642857142858702,1,669.7321428571395
2026-01-16 16:06:00+00:00,SHORT,4588.85,4597.992857142857,4571.025,4567.65,18.285714285714675,1,mom+1 no_modifier,2026-01-16 16:15:00+00:00,SL_HIT,4597.992857142857,-45.714285714284415,9,624.0178571428551
2026-02-04 18:20:00+00:00,LONG,4921.3,4902.289285714285,4940.424999999999,4964.2,44.721428571428405,1,mom+1 no_modifier,2026-02-04 19:12:00+00:00,TP1_THEN_TP2,4964.2,166.9499999999971,52,790.9678571428522
2026-02-05 17:11:00+00:00,SHORT,4894.299999999999,4913.950000000001,4852.475,4826.55,43.69999999999982,1,mom+1 no_modifier,2026-02-05 20:48:00+00:00,TP1_THEN_TP2,4826.55,286.8999999999951,217,1077.8678571428472
2026-02-12 15:00:00+00:00,SHORT,5063.5,5068.228571428572,5052.924999999999,5046.65,17.257142857142817,2,mom+2 no_modifier,2026-02-12 15:01:00+00:00,SL_HIT,5068.228571428572,-23.642857142858702,1,1054.2249999999885
2026-02-13 06:57:00+00:00,SHORT,4982.15,4996.155357142857,4965.75,4952.65,21.91071428571448,1,mom+1 no_modifier,2026-02-13 07:35:00+00:00,SL_HIT,4996.155357142857,-70.02678571428532,38,984.1982142857032
2026-02-16 05:06:00+00:00,SHORT,4999.1,5002.685714285713,4985.025,4975.75,14.771428571428585,1,mom+1 no_modifier,2026-02-16 05:08:00+00:00,SL_HIT,5002.685714285713,-17.928571428565192,2,966.269642857138
2026-02-24 23:01:00+00:00,SHORT,5146.15,5157.035714285715,5130.225,5118.3,13.471428571428532,1,mom+1 no_modifier,2026-02-24 23:41:00+00:00,SL_HIT,5157.035714285715,-54.4285714285752,40,911.8410714285628
2026-03-02 14:39:00+00:00,SHORT,5353.6,5361.475,5337.6,5323.15,25.75000000000026,1,mom+1 no_modifier,2026-03-02 14:42:00+00:00,SL_HIT,5361.475,-39.375,3,872.4660714285628
2026-03-05 06:31:00+00:00,SHORT,5149.6,5153.748214285714,5129.424999999999,5101.0,16.896428571428583,1,mom+1 no_modifier,2026-03-05 06:34:00+00:00,SL_HIT,5153.748214285714,-20.74107142856974,3,851.7249999999931
2026-03-09 13:57:00+00:00,SHORT,5081.9,5090.473214285715,5064.95,5052.0,20.746428571428623,1,mom+1 no_modifier,2026-03-09 14:01:00+00:00,SL_HIT,5090.473214285715,-42.8660714285752,4,808.8589285714179
2026-03-16 07:41:00+00:00,SHORT,4996.8,5002.033928571429,4981.125,4970.65,17.567857142857196,1,mom+1 no_modifier,2026-03-16 07:45:00+00:00,SL_HIT,5002.033928571429,-26.169642857144026,4,782.6892857142739
2026-03-16 14:48:00+00:00,SHORT,4997.15,5003.335714285714,4981.125,4970.65,20.17142857142861,1,mom+1 no_modifier,2026-03-16 14:49:00+00:00,SL_HIT,5003.335714285714,-30.92857142857156,1,751.7607142857023
2026-03-17 16:02:00+00:00,SHORT,4997.55,5001.541071428573,4980.799999999999,4974.549999999999,14.682142857143,1,mom+1 no_modifier,2026-03-17 16:05:00+00:00,SL_HIT,5001.541071428573,-19.95535714286234,3,731.80535714284
2026-03-18 18:59:00+00:00,SHORT,4856.85,4868.682142857142,4840.575,4828.75,25.26428571428557,1,mom+1 no_iceberg_data,2026-03-18 20:14:00+00:00,TP1_THEN_TP2,4828.75,116.85000000000218,75,848.6553571428421
2026-03-24 01:14:00+00:00,LONG,4334.45,4314.051785714286,4376.650000000001,4398.6,37.096428571428405,1,mom+1 no_modifier,2026-03-24 01:47:00+00:00,SL_HIT,4314.051785714286,-101.99107142856974,33,746.6642857142724
2026-03-30 01:34:00+00:00,SHORT,4496.5,4511.994642857143,4464.975,4451.4,31.289285714285793,1,mom+1 no_modifier,2026-03-30 02:41:00+00:00,SL_HIT,4511.994642857143,-77.47321428571468,67,669.1910714285577
