decision_id,entry_ts,direction,entry_mode,entry_price,sl,tp1,tp2,atr_m30,score,score_detail,exit_ts,exit_reason,exit_price,pnl_usd,duration_min,mfe_pts,mae_pts
3212165b,2026-05-07 19:33:32.682074+00:00,SHORT,,4689.4,4709.4,4669.4,4639.4,10.1,1,production_score,2026-05-07 19:34:00+00:00,SL_HIT,4709.4,-120.0,0,0.0,28.600000000000364
d6c7a6b6,2026-05-07 19:34:08.107967+00:00,SHORT,,4689.4,4709.4,4669.4,4639.4,10.1,1,production_score,2026-05-07 19:35:00+00:00,SL_HIT,4709.4,-120.0,0,0.0,28.100000000000364
64740cd2,2026-05-07 19:37:53.417779+00:00,SHORT,,4686.5,4706.5,4666.5,4636.5,10.1,1,production_score,2026-05-07 19:38:00+00:00,SL_HIT,4706.5,-120.0,0,0.0,33.600000000000364
c40898bd,2026-05-07 19:38:09.602058+00:00,SHORT,,4685.65,4705.65,4665.65,4635.65,10.1,1,production_score,2026-05-07 19:39:00+00:00,SL_HIT,4705.65,-120.0,0,0.0,35.95000000000073
7273c6fd,2026-05-07 19:39:06.976572+00:00,SHORT,PULLBACK,4685.9,4705.9,4665.9,4635.9,10.1,1,production_score,2026-05-07 19:40:00+00:00,SL_HIT,4705.9,-120.0,0,0.0,35.400000000000546
61229117,2026-05-07 19:43:02.704158+00:00,SHORT,PULLBACK,4688.95,4708.95,4668.95,4638.95,10.1,1,production_score,2026-05-07 19:44:00+00:00,SL_HIT,4708.95,-120.0,0,0.0,31.449999999999818
bddd25ca,2026-05-07 19:44:00.928416+00:00,SHORT,,4688.45,4708.45,4668.45,4638.45,10.1,1,production_score,2026-05-07 19:45:00+00:00,SL_HIT,4708.45,-120.0,0,0.0,30.75
2e3d89fc,2026-05-07 19:47:30.327172+00:00,SHORT,,4687.55,4707.55,4667.55,4637.55,10.1,1,production_score,2026-05-07 19:48:00+00:00,SL_HIT,4707.55,-120.0,0,0.0,28.949999999999818
36bf9a58,2026-05-07 19:48:02.890670+00:00,SHORT,,4687.65,4707.65,4667.65,4637.65,10.1,1,production_score,2026-05-07 19:49:00+00:00,SL_HIT,4707.65,-120.0,0,0.0,27.950000000000728
6481469a,2026-05-07 19:52:18.178098+00:00,SHORT,,4685.9,4705.9,4665.9,4635.9,10.85,1,production_score,2026-05-07 19:53:00+00:00,SL_HIT,4705.9,-120.0,0,0.0,31.0
a8670a8d,2026-05-07 19:53:01.021541+00:00,SHORT,,4687.85,4707.85,4667.85,4637.85,10.85,1,production_score,2026-05-07 19:54:00+00:00,SL_HIT,4707.85,-120.0,0,0.0,28.75
75a8d851,2026-05-07 19:56:45.344616+00:00,SHORT,,4684.5,4704.5,4664.5,4634.5,12.1,1,production_score,2026-05-07 19:57:00+00:00,SL_HIT,4704.5,-120.0,0,0.0,34.30000000000018
f9c436ac,2026-05-07 19:57:01.049675+00:00,SHORT,,4683.8,4703.8,4663.8,4633.8,12.1,1,production_score,2026-05-07 19:58:00+00:00,SL_HIT,4703.8,-120.0,0,0.0,33.80000000000018
585ebb76,2026-05-07 19:58:02.051834+00:00,SHORT,PULLBACK,4686.25,4706.25,4666.25,4636.25,12.1,1,production_score,2026-05-07 19:59:00+00:00,SL_HIT,4706.25,-120.0,0,0.0,28.350000000000364
efee62ee,2026-05-07 20:00:08.591526+00:00,SHORT,,4683.25,4703.25,4663.25,4633.25,6.72,1,production_score,2026-05-07 20:01:00+00:00,SL_HIT,4703.25,-120.0,0,0.0,35.850000000000364
d5f4aa85,2026-05-07 20:03:16.341520+00:00,SHORT,,4686.1,4706.1,4666.1,4636.1,15.05,1,production_score,2026-05-07 20:04:00+00:00,SL_HIT,4706.1,-120.0,0,0.0,42.29999999999927
66281275,2026-05-07 20:04:02.033091+00:00,SHORT,PULLBACK,4686.05,4706.05,4666.05,4636.05,15.65,1,production_score,2026-05-07 20:05:00+00:00,SL_HIT,4706.05,-120.0,0,0.0,40.849999999999454
1915800c,2026-05-07 20:39:52.011659+00:00,LONG,,4678.2,4658.2,4698.2,4728.2,20.2,1,production_score,2026-05-07 20:55:00+00:00,TP1_THEN_BE,4703.8,136.8000000000011,15,38.600000000000364,0.0
4549b60a,2026-05-07 23:02:36.949494+00:00,SHORT,PULLBACK,4666.4,4686.4,4646.4,4616.4,44.75,1,production_score,2026-05-07 23:03:00+00:00,SL_HIT,4686.4,-120.0,0,0.0,31.800000000000182
055100e8,2026-05-07 23:03:08.837267+00:00,SHORT,,4666.4,4686.4,4646.4,4616.4,44.75,1,production_score,2026-05-07 23:04:00+00:00,SL_HIT,4686.4,-120.0,0,0.0,31.800000000000182
e642fecc,2026-05-07 23:06:38.655815+00:00,SHORT,,4667.3,4687.3,4647.3,4617.3,44.75,1,production_score,2026-05-07 23:07:00+00:00,SL_HIT,4687.3,-120.0,0,0.0,29.099999999999454
00797e55,2026-05-07 23:07:00.833309+00:00,SHORT,,4666.95,4686.95,4646.95,4616.95,44.75,1,production_score,2026-05-07 23:08:00+00:00,SL_HIT,4686.95,-120.0,0,0.0,29.449999999999818
af78580c,2026-05-07 23:08:00.547876+00:00,SHORT,,4667.3,4687.3,4647.3,4617.3,44.75,1,production_score,2026-05-07 23:09:00+00:00,SL_HIT,4687.3,-120.0,0,0.0,33.30000000000018
8c79b15f,2026-05-07 23:12:27.183206+00:00,SHORT,,4669.2,4689.2,4649.2,4619.2,44.75,1,production_score,2026-05-07 23:13:00+00:00,SL_HIT,4689.2,-120.0,0,0.0,31.300000000000182
167a090b,2026-05-07 23:13:11.034992+00:00,SHORT,,4666.4,4686.4,4646.4,4616.4,44.75,1,production_score,2026-05-07 23:14:00+00:00,SL_HIT,4686.4,-120.0,0,0.0,32.900000000000546
97824d52,2026-05-07 23:14:01.109367+00:00,SHORT,,4666.9,4686.9,4646.9,4616.9,44.75,1,production_score,2026-05-07 23:15:00+00:00,SL_HIT,4686.9,-120.0,0,0.0,35.100000000000364
5d1f1707,2026-05-07 23:46:46.816336+00:00,SHORT,,4674.6,4694.6,4654.6,4624.6,41.5,1,production_score,2026-05-07 23:47:00+00:00,SL_HIT,4694.6,-120.0,0,0.0,35.5
331ecd12,2026-05-07 23:47:01.737841+00:00,SHORT,,4675.25,4695.25,4655.25,4625.25,41.5,1,production_score,2026-05-07 23:48:00+00:00,SL_HIT,4695.25,-120.0,0,0.0,35.25
fb8880c8,2026-05-08 00:19:10.093597+00:00,SHORT,RANGE,4672.35,4692.35,4652.35,4622.35,15.05,1,production_score,2026-05-08 00:20:00+00:00,SL_HIT,4692.35,-120.0,0,0.0,31.549999999999272
56ae4cc6,2026-05-08 00:20:40.110898+00:00,SHORT,,4673.0,4693.0,4653.0,4623.0,15.2,1,production_score,2026-05-08 00:21:00+00:00,SL_HIT,4693.0,-120.0,0,0.0,36.19999999999982
1b76788c,2026-05-08 00:29:12.775435+00:00,SHORT,,4675.4,4695.4,4655.4,4625.4,15.2,1,production_score,2026-05-08 00:30:00+00:00,SL_HIT,4695.4,-120.0,0,0.0,31.5
01e7d1c5,2026-05-08 01:31:03.649891+00:00,LONG,,4689.25,4669.25,4709.25,4739.25,25.0,1,production_score,2026-05-08 02:04:00+00:00,TP1_THEN_TP2,4739.25,210.0,32,52.149999999999636,0.0
a2faae5b,2026-05-08 03:06:16.401520+00:00,LONG,,4693.8,4673.8,4713.8,4743.8,6.06,1,production_score,2026-05-08 03:50:00+00:00,TP1_THEN_BE,4727.3,160.5,43,45.899999999999636,0.0
5c03f37c,2026-05-08 03:50:23.841640+00:00,LONG,,4696.45,4676.45,4716.45,4746.45,25.25,1,production_score,2026-05-08 04:42:00+00:00,TP1_THEN_BE,4719.1,127.95000000000164,51,34.850000000000364,0.0
6ec1fd30,2026-05-08 04:50:21.369307+00:00,LONG,,4691.2,4671.2,4711.2,4741.2,23.75,1,production_score,2026-05-08 06:00:00+00:00,TP1_THEN_BE,4727.4,168.59999999999945,69,48.80000000000018,0.0
f92bed82,2026-05-08 06:35:01.788507+00:00,LONG,,4705.15,4685.15,4724.95,4742.27,24.75,1,production_score,2026-05-08 07:11:00+00:00,TP1_THEN_BE,4727.3,125.85000000000218,35,35.75,0.0
20bad1c0,2026-05-08 07:11:34.328012+00:00,LONG,CONTINUATION,4698.6,4678.6,4715.92,4731.07,21.65,1,production_score,2026-05-08 07:23:00+00:00,TP1_THEN_BE,4715.0,101.15999999999804,11,30.299999999999272,0.0
72d7c3b1,2026-05-08 08:35:20.493467+00:00,SHORT,,4699.05,4719.05,4679.05,4649.05,28.9,1,production_score,2026-05-08 08:36:00+00:00,SL_HIT,4719.05,-120.0,0,0.0,33.349999999999454
cadd984a,2026-05-08 08:36:55.056971+00:00,SHORT,,4699.45,4719.45,4679.45,4649.45,28.45,1,production_score,2026-05-08 08:37:00+00:00,SL_HIT,4719.45,-120.0,0,0.0,32.650000000000546
37822283,2026-05-08 08:37:01.268064+00:00,SHORT,,4699.45,4719.45,4679.45,4649.45,28.45,1,production_score,2026-05-08 08:38:00+00:00,SL_HIT,4719.45,-120.0,0,0.0,33.44999999999982
dd13b69d,2026-05-08 10:14:15.192122+00:00,SHORT,,4694.3,4714.3,4674.3,4644.3,16.65,1,production_score,2026-05-08 10:15:00+00:00,SL_HIT,4714.3,-120.0,0,0.0,34.899999999999636
312c9b3e,2026-05-08 10:16:19.988503+00:00,SHORT,,4697.05,4717.05,4677.05,4647.05,16.65,1,production_score,2026-05-08 10:17:00+00:00,SL_HIT,4717.05,-120.0,0,0.0,31.050000000000182
5788d8e5,2026-05-08 10:17:57.911851+00:00,SHORT,RANGE,4696.45,4716.45,4676.45,4646.45,16.65,1,production_score,2026-05-08 10:18:00+00:00,SL_HIT,4716.45,-120.0,0,0.0,31.850000000000364
215b1762,2026-05-08 10:18:03.572074+00:00,SHORT,RANGE,4696.45,4716.45,4676.45,4646.45,16.65,1,production_score,2026-05-08 10:19:00+00:00,SL_HIT,4716.45,-120.0,0,0.0,30.949999999999818
b0d8ce43,2026-05-08 10:19:32.517643+00:00,SHORT,RANGE,4696.85,4716.85,4676.85,4646.85,16.65,1,production_score,2026-05-08 10:20:00+00:00,SL_HIT,4716.85,-120.0,0,0.0,30.849999999999454
d434ae35,2026-05-08 10:21:04.241693+00:00,SHORT,,4696.85,4716.85,4676.85,4646.85,16.65,1,production_score,2026-05-08 10:22:00+00:00,SL_HIT,4716.85,-120.0,0,0.0,32.349999999999454
ba43324d,2026-05-08 10:23:19.653667+00:00,SHORT,,4697.8,4717.8,4677.8,4647.8,16.65,1,production_score,2026-05-08 10:24:00+00:00,SL_HIT,4717.8,-120.0,0,0.0,34.899999999999636
010c0002,2026-05-08 12:34:52.562895+00:00,SHORT,,4699.85,4719.85,4679.85,4649.85,24.5,1,production_score,2026-05-08 12:35:00+00:00,SL_HIT,4719.85,-120.0,0,0.0,36.149999999999636
c323094a,2026-05-08 12:35:11.860058+00:00,SHORT,,4699.85,4719.85,4679.85,4649.85,24.5,1,production_score,2026-05-08 12:36:00+00:00,SL_HIT,4719.85,-120.0,0,0.0,37.649999999999636
5ab936fd,2026-05-08 12:38:31.002944+00:00,SHORT,,4703.4,4723.4,4683.4,4653.4,24.9,1,production_score,2026-05-08 12:39:00+00:00,SL_HIT,4723.4,-120.0,0,0.0,33.100000000000364
068492d3,2026-05-08 12:39:05.289467+00:00,SHORT,RANGE,4706.0,4726.0,4686.0,4656.0,24.9,1,production_score,2026-05-08 12:40:00+00:00,SL_HIT,4726.0,-120.0,0,0.0,31.0
9ecc62e9,2026-05-08 12:41:36.176800+00:00,SHORT,,4706.2,4726.2,4686.2,4656.2,25.3,1,production_score,2026-05-08 12:42:00+00:00,SL_HIT,4726.2,-120.0,0,0.0,27.400000000000546
cd22dbe4,2026-05-08 12:42:00.061234+00:00,SHORT,,4706.1,4726.1,4686.1,4656.1,6.25,1,production_score,2026-05-08 12:43:00+00:00,SL_HIT,4726.1,-120.0,0,0.0,33.29999999999927
6f18afd0,2026-05-08 12:45:13.110502+00:00,SHORT,,4702.25,4722.25,4682.25,4652.25,27.4,1,production_score,2026-05-08 12:46:00+00:00,SL_HIT,4722.25,-120.0,0,0.0,31.25
512605d1,2026-05-08 12:46:03.096312+00:00,SHORT,,4707.8,4727.8,4687.8,4657.8,27.4,1,production_score,2026-05-08 12:47:00+00:00,SL_HIT,4727.8,-120.0,0,0.0,28.300000000000182
87afe633,2026-05-08 12:48:21.521268+00:00,SHORT,,4702.75,4722.75,4682.75,4652.75,27.4,1,production_score,2026-05-08 12:49:00+00:00,SL_HIT,4722.75,-120.0,0,0.0,31.75
0f17213c,2026-05-08 12:49:00.693362+00:00,SHORT,RANGE,4703.45,4723.45,4683.45,4653.45,27.4,1,production_score,2026-05-08 12:50:00+00:00,SL_HIT,4723.45,-120.0,0,0.0,31.550000000000182
6ebee110,2026-05-08 12:51:12.570121+00:00,SHORT,RANGE,4703.9,4723.9,4683.9,4653.9,27.4,1,production_score,2026-05-08 12:52:00+00:00,SL_HIT,4723.9,-120.0,0,0.0,32.600000000000364
3a636139,2026-05-08 12:52:01.499464+00:00,SHORT,,4703.9,4723.9,4683.9,4653.9,27.4,1,production_score,2026-05-08 12:53:00+00:00,SL_HIT,4723.9,-120.0,0,0.0,33.100000000000364
676e382f,2026-05-08 12:54:02.442932+00:00,SHORT,,4704.85,4724.85,4684.85,4654.85,27.4,1,production_score,2026-05-08 12:55:00+00:00,SL_HIT,4724.85,-120.0,0,0.0,35.94999999999982
b33e3911,2026-05-08 13:07:46.051987+00:00,LONG,,4700.0,4680.0,4720.0,4750.0,29.2,1,production_score,2026-05-08 13:35:00+00:00,TP1_THEN_TP2,4750.0,210.0,27,51.80000000000018,0.0
fe69cf7e,2026-05-08 14:01:33.336287+00:00,LONG,CONTINUATION,4720.75,4700.75,4747.63,4771.15,33.6,1,production_score,2026-05-08 14:08:00+00:00,TP1_THEN_BE,4739.7,137.48999999999978,6,32.850000000000364,0.0
d67ee3d3,2026-05-08 15:13:55.603131+00:00,LONG,,4689.9,4669.9,4709.9,4739.9,22.9,1,production_score,2026-05-08 15:45:00+00:00,TP1_THEN_BE,4712.1,126.60000000000218,31,35.100000000000364,0.0
ccbf4978,2026-05-08 15:48:46.953890+00:00,SHORT,,4686.15,4706.15,4666.15,4636.15,23.7,1,production_score,2026-05-08 15:49:00+00:00,SL_HIT,4706.15,-120.0,0,0.0,32.350000000000364
31b9672a,2026-05-08 15:49:01.109499+00:00,SHORT,PULLBACK,4686.15,4706.15,4666.15,4636.15,23.7,1,production_score,2026-05-08 15:50:00+00:00,SL_HIT,4706.15,-120.0,0,0.0,33.45000000000073
b41a6fc2,2026-05-08 15:52:44.489502+00:00,SHORT,PULLBACK,4688.6,4708.6,4668.6,4638.6,22.65,1,production_score,2026-05-08 15:53:00+00:00,SL_HIT,4708.6,-120.0,0,0.0,31.199999999999818
85615c19,2026-05-08 15:53:00.306740+00:00,SHORT,,4688.6,4708.6,4668.6,4638.6,22.65,1,production_score,2026-05-08 15:54:00+00:00,SL_HIT,4708.6,-120.0,0,0.0,31.799999999999272
445391e3,2026-05-08 15:56:06.630536+00:00,SHORT,,4688.45,4708.45,4668.45,4638.45,22.65,1,production_score,2026-05-08 15:57:00+00:00,SL_HIT,4708.45,-120.0,0,0.0,28.449999999999818
