ts,old_daily_trend,new_daily_trend,new_source,new_n_closed_sessions,agree
2025-10-24T06:00:00+00:00,short,unknown,unknown_no_monotonic,89,False
2025-10-24T12:00:00+00:00,short,unknown,unknown_no_monotonic,89,False
2025-10-24T18:00:00+00:00,short,unknown,unknown_no_monotonic,89,False
2025-10-25T00:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-25T06:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-25T12:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-25T18:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-26T00:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-26T06:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-26T12:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-26T18:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-27T00:00:00+00:00,long,unknown,unknown_no_monotonic,90,False
2025-10-27T06:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-27T12:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-27T18:00:00+00:00,short,unknown,unknown_no_monotonic,90,False
2025-10-28T00:00:00+00:00,long,short,m30_resample_closed,91,False
2025-10-28T06:00:00+00:00,long,short,m30_resample_closed,91,False
2025-10-28T12:00:00+00:00,long,short,m30_resample_closed,91,False
2025-10-28T18:00:00+00:00,short,short,m30_resample_closed,91,True
2025-10-29T00:00:00+00:00,long,short,m30_resample_closed,92,False
2025-10-29T06:00:00+00:00,short,short,m30_resample_closed,92,True
2025-10-29T12:00:00+00:00,long,short,m30_resample_closed,92,False
2025-10-29T18:00:00+00:00,long,short,m30_resample_closed,92,False
2025-10-30T00:00:00+00:00,short,unknown,unknown_no_monotonic,93,False
2025-10-30T06:00:00+00:00,short,unknown,unknown_no_monotonic,93,False
2025-10-30T12:00:00+00:00,short,unknown,unknown_no_monotonic,93,False
2025-10-30T18:00:00+00:00,short,unknown,unknown_no_monotonic,93,False
2025-10-31T00:00:00+00:00,long,unknown,unknown_no_monotonic,94,False
2025-10-31T06:00:00+00:00,short,unknown,unknown_no_monotonic,94,False
2025-10-31T12:00:00+00:00,short,unknown,unknown_no_monotonic,94,False
2025-10-31T18:00:00+00:00,short,unknown,unknown_no_monotonic,94,False
2025-11-01T00:00:00+00:00,short,unknown,unknown_no_monotonic,95,False
2025-11-01T06:00:00+00:00,short,unknown,unknown_no_monotonic,95,False
2025-11-01T12:00:00+00:00,short,unknown,unknown_no_monotonic,95,False
2025-11-01T18:00:00+00:00,short,unknown,unknown_no_monotonic,95,False
2025-11-02T00:00:00+00:00,short,unknown,unknown_no_monotonic,95,False
2025-11-02T06:00:00+00:00,short,unknown,unknown_no_monotonic,95,False
2025-11-02T12:00:00+00:00,short,unknown,unknown_no_monotonic,95,False
2025-11-02T18:00:00+00:00,short,unknown,unknown_no_monotonic,95,False
2025-11-03T00:00:00+00:00,long,unknown,unknown_no_monotonic,95,False
2025-11-03T06:00:00+00:00,long,unknown,unknown_no_monotonic,95,False
2025-11-03T12:00:00+00:00,short,unknown,unknown_no_monotonic,95,False
2025-11-03T18:00:00+00:00,long,unknown,unknown_no_monotonic,95,False
2025-11-04T00:00:00+00:00,long,unknown,unknown_no_monotonic,96,False
2025-11-04T06:00:00+00:00,long,unknown,unknown_no_monotonic,96,False
2025-11-04T12:00:00+00:00,short,unknown,unknown_no_monotonic,96,False
2025-11-04T18:00:00+00:00,short,unknown,unknown_no_monotonic,96,False
2025-11-05T00:00:00+00:00,short,short,m30_resample_closed,97,True
2025-11-05T06:00:00+00:00,short,short,m30_resample_closed,97,True
2025-11-05T12:00:00+00:00,long,short,m30_resample_closed,97,False
2025-11-05T18:00:00+00:00,long,short,m30_resample_closed,97,False
2025-11-06T00:00:00+00:00,long,unknown,unknown_no_monotonic,98,False
2025-11-06T06:00:00+00:00,long,unknown,unknown_no_monotonic,98,False
2025-11-06T12:00:00+00:00,long,unknown,unknown_no_monotonic,98,False
2025-11-06T18:00:00+00:00,short,unknown,unknown_no_monotonic,98,False
2025-11-07T00:00:00+00:00,long,unknown,unknown_no_monotonic,99,False
2025-11-07T06:00:00+00:00,long,unknown,unknown_no_monotonic,99,False
2025-11-07T12:00:00+00:00,long,unknown,unknown_no_monotonic,99,False
2025-11-07T18:00:00+00:00,long,unknown,unknown_no_monotonic,99,False
2025-11-08T00:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-08T06:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-08T12:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-08T18:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-09T00:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-09T06:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-09T12:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-09T18:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-10T00:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-10T06:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-10T12:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-10T18:00:00+00:00,long,unknown,unknown_no_monotonic,100,False
2025-11-11T00:00:00+00:00,long,long,m30_resample_closed,101,True
2025-11-11T06:00:00+00:00,long,long,m30_resample_closed,101,True
2025-11-11T12:00:00+00:00,long,long,m30_resample_closed,101,True
2025-11-11T18:00:00+00:00,long,long,m30_resample_closed,101,True
2025-11-12T00:00:00+00:00,long,unknown,unknown_no_monotonic,102,False
2025-11-12T06:00:00+00:00,short,unknown,unknown_no_monotonic,102,False
2025-11-12T12:00:00+00:00,short,unknown,unknown_no_monotonic,102,False
2025-11-12T18:00:00+00:00,short,unknown,unknown_no_monotonic,102,False
2025-11-13T00:00:00+00:00,long,unknown,unknown_no_monotonic,103,False
2025-11-13T06:00:00+00:00,long,unknown,unknown_no_monotonic,103,False
2025-11-13T12:00:00+00:00,long,unknown,unknown_no_monotonic,103,False
2025-11-13T18:00:00+00:00,long,unknown,unknown_no_monotonic,103,False
2025-11-14T00:00:00+00:00,long,unknown,unknown_no_monotonic,104,False
2025-11-14T06:00:00+00:00,long,unknown,unknown_no_monotonic,104,False
2025-11-14T12:00:00+00:00,long,unknown,unknown_no_monotonic,104,False
2025-11-14T18:00:00+00:00,long,unknown,unknown_no_monotonic,104,False
2025-11-15T00:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-15T06:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-15T12:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-15T18:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-16T00:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-16T06:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-16T12:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-16T18:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-17T00:00:00+00:00,long,short,m30_resample_closed,105,False
2025-11-17T06:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-17T12:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-17T18:00:00+00:00,short,short,m30_resample_closed,105,True
2025-11-18T00:00:00+00:00,long,short,m30_resample_closed,106,False
2025-11-18T06:00:00+00:00,short,short,m30_resample_closed,106,True
2025-11-18T12:00:00+00:00,short,short,m30_resample_closed,106,True
2025-11-18T18:00:00+00:00,short,short,m30_resample_closed,106,True
2025-11-19T00:00:00+00:00,long,unknown,unknown_no_monotonic,107,False
2025-11-19T06:00:00+00:00,long,unknown,unknown_no_monotonic,107,False
2025-11-19T12:00:00+00:00,long,unknown,unknown_no_monotonic,107,False
2025-11-19T18:00:00+00:00,long,unknown,unknown_no_monotonic,107,False
2025-11-20T00:00:00+00:00,long,long,m30_resample_closed,108,True
2025-11-20T06:00:00+00:00,short,long,m30_resample_closed,108,False
2025-11-20T12:00:00+00:00,short,long,m30_resample_closed,108,False
2025-11-20T18:00:00+00:00,short,long,m30_resample_closed,108,False
2025-11-21T00:00:00+00:00,long,unknown,unknown_no_monotonic,109,False
2025-11-21T06:00:00+00:00,short,unknown,unknown_no_monotonic,109,False
2025-11-21T12:00:00+00:00,short,unknown,unknown_no_monotonic,109,False
2025-11-21T18:00:00+00:00,short,unknown,unknown_no_monotonic,109,False
2025-11-22T00:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-22T06:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-22T12:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-22T18:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-23T00:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-23T06:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-23T12:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-23T18:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-24T00:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-24T06:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-24T12:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-24T18:00:00+00:00,long,unknown,unknown_no_monotonic,110,False
2025-11-25T00:00:00+00:00,long,long,m30_resample_closed,111,True
2025-11-25T06:00:00+00:00,long,long,m30_resample_closed,111,True
2025-11-25T12:00:00+00:00,long,long,m30_resample_closed,111,True
2025-11-25T18:00:00+00:00,long,long,m30_resample_closed,111,True
2025-11-26T00:00:00+00:00,long,long,m30_resample_closed,112,True
2025-11-26T06:00:00+00:00,long,long,m30_resample_closed,112,True
2025-11-26T12:00:00+00:00,long,long,m30_resample_closed,112,True
2025-11-26T18:00:00+00:00,long,long,m30_resample_closed,112,True
2025-11-27T00:00:00+00:00,long,long,m30_resample_closed,113,True
2025-11-27T06:00:00+00:00,short,long,m30_resample_closed,113,False
2025-11-27T12:00:00+00:00,short,long,m30_resample_closed,113,False
2025-11-27T18:00:00+00:00,short,long,m30_resample_closed,113,False
2025-11-28T00:00:00+00:00,long,unknown,unknown_no_monotonic,114,False
2025-11-28T06:00:00+00:00,long,unknown,unknown_no_monotonic,114,False
2025-11-28T12:00:00+00:00,long,unknown,unknown_no_monotonic,114,False
2025-11-28T18:00:00+00:00,long,unknown,unknown_no_monotonic,114,False
2025-11-29T00:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-11-29T06:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-11-29T12:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-11-29T18:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-11-30T00:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-11-30T06:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-11-30T12:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-11-30T18:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-12-01T00:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-12-01T06:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-12-01T12:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-12-01T18:00:00+00:00,long,unknown,unknown_no_monotonic,115,False
2025-12-02T00:00:00+00:00,long,unknown,unknown_no_monotonic,116,False
2025-12-02T06:00:00+00:00,short,unknown,unknown_no_monotonic,116,False
2025-12-02T12:00:00+00:00,short,unknown,unknown_no_monotonic,116,False
2025-12-02T18:00:00+00:00,short,unknown,unknown_no_monotonic,116,False
2025-12-03T00:00:00+00:00,long,unknown,unknown_no_monotonic,117,False
2025-12-03T06:00:00+00:00,long,unknown,unknown_no_monotonic,117,False
2025-12-03T12:00:00+00:00,long,unknown,unknown_no_monotonic,117,False
2025-12-03T18:00:00+00:00,long,unknown,unknown_no_monotonic,117,False
2025-12-04T00:00:00+00:00,long,unknown,unknown_no_monotonic,118,False
2025-12-04T06:00:00+00:00,short,unknown,unknown_no_monotonic,118,False
2025-12-04T12:00:00+00:00,short,unknown,unknown_no_monotonic,118,False
2025-12-04T18:00:00+00:00,short,unknown,unknown_no_monotonic,118,False
2025-12-05T00:00:00+00:00,long,long,m30_resample_closed,119,True
2025-12-05T06:00:00+00:00,short,long,m30_resample_closed,119,False
2025-12-05T12:00:00+00:00,long,long,m30_resample_closed,119,True
2025-12-05T18:00:00+00:00,long,long,m30_resample_closed,119,True
2025-12-06T00:00:00+00:00,short,unknown,unknown_no_monotonic,120,False
2025-12-06T06:00:00+00:00,short,unknown,unknown_no_monotonic,120,False
2025-12-06T12:00:00+00:00,short,unknown,unknown_no_monotonic,120,False
2025-12-06T18:00:00+00:00,short,unknown,unknown_no_monotonic,120,False
2025-12-07T00:00:00+00:00,short,unknown,unknown_no_monotonic,120,False
2025-12-07T06:00:00+00:00,short,unknown,unknown_no_monotonic,120,False
2025-12-07T12:00:00+00:00,short,unknown,unknown_no_monotonic,120,False
2025-12-07T18:00:00+00:00,short,unknown,unknown_no_monotonic,120,False
2025-12-08T00:00:00+00:00,short,unknown,unknown_no_monotonic,120,False
2025-12-08T06:00:00+00:00,long,unknown,unknown_no_monotonic,120,False
2025-12-08T12:00:00+00:00,long,unknown,unknown_no_monotonic,120,False
2025-12-08T18:00:00+00:00,long,unknown,unknown_no_monotonic,120,False
2025-12-09T00:00:00+00:00,long,short,m30_resample_closed,121,False
2025-12-09T06:00:00+00:00,long,short,m30_resample_closed,121,False
2025-12-09T12:00:00+00:00,long,short,m30_resample_closed,121,False
2025-12-09T18:00:00+00:00,long,short,m30_resample_closed,121,False
2025-12-10T00:00:00+00:00,long,unknown,unknown_no_monotonic,122,False
2025-12-10T06:00:00+00:00,long,unknown,unknown_no_monotonic,122,False
2025-12-10T12:00:00+00:00,short,unknown,unknown_no_monotonic,122,False
2025-12-10T18:00:00+00:00,short,unknown,unknown_no_monotonic,122,False
2025-12-11T00:00:00+00:00,long,unknown,unknown_no_monotonic,123,False
2025-12-11T06:00:00+00:00,short,unknown,unknown_no_monotonic,123,False
2025-12-11T12:00:00+00:00,short,unknown,unknown_no_monotonic,123,False
2025-12-11T18:00:00+00:00,short,unknown,unknown_no_monotonic,123,False
2025-12-12T00:00:00+00:00,long,unknown,unknown_no_monotonic,124,False
2025-12-12T06:00:00+00:00,long,unknown,unknown_no_monotonic,124,False
2025-12-12T12:00:00+00:00,long,unknown,unknown_no_monotonic,124,False
2025-12-12T18:00:00+00:00,long,unknown,unknown_no_monotonic,124,False
2025-12-13T00:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-13T06:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-13T12:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-13T18:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-14T00:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-14T06:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-14T12:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-14T18:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-15T00:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-15T06:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-15T12:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-15T18:00:00+00:00,long,long,m30_resample_closed,125,True
2025-12-16T00:00:00+00:00,long,long,m30_resample_closed,126,True
2025-12-16T06:00:00+00:00,long,long,m30_resample_closed,126,True
2025-12-16T12:00:00+00:00,long,long,m30_resample_closed,126,True
2025-12-16T18:00:00+00:00,long,long,m30_resample_closed,126,True
2025-12-17T00:00:00+00:00,long,unknown,unknown_no_monotonic,127,False
2025-12-17T06:00:00+00:00,long,unknown,unknown_no_monotonic,127,False
2025-12-17T12:00:00+00:00,long,unknown,unknown_no_monotonic,127,False
2025-12-17T18:00:00+00:00,long,unknown,unknown_no_monotonic,127,False
2025-12-18T00:00:00+00:00,long,unknown,unknown_no_monotonic,128,False
2025-12-18T06:00:00+00:00,short,unknown,unknown_no_monotonic,128,False
2025-12-18T12:00:00+00:00,short,unknown,unknown_no_monotonic,128,False
2025-12-18T18:00:00+00:00,short,unknown,unknown_no_monotonic,128,False
2025-12-19T00:00:00+00:00,long,unknown,unknown_no_monotonic,129,False
2025-12-19T06:00:00+00:00,short,unknown,unknown_no_monotonic,129,False
2025-12-19T12:00:00+00:00,short,unknown,unknown_no_monotonic,129,False
2025-12-19T18:00:00+00:00,short,unknown,unknown_no_monotonic,129,False
2025-12-20T00:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-20T06:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-20T12:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-20T18:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-21T00:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-21T06:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-21T12:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-21T18:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-22T00:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-22T06:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-22T12:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-22T18:00:00+00:00,long,unknown,unknown_no_monotonic,130,False
2025-12-23T00:00:00+00:00,long,long,m30_resample_closed,131,True
2025-12-23T06:00:00+00:00,long,long,m30_resample_closed,131,True
2025-12-23T12:00:00+00:00,long,long,m30_resample_closed,131,True
2025-12-23T18:00:00+00:00,long,long,m30_resample_closed,131,True
2025-12-24T00:00:00+00:00,long,long,m30_resample_closed,132,True
2025-12-24T06:00:00+00:00,long,long,m30_resample_closed,132,True
2025-12-24T12:00:00+00:00,short,long,m30_resample_closed,132,False
2025-12-24T18:00:00+00:00,short,long,m30_resample_closed,132,False
2025-12-25T00:00:00+00:00,short,unknown,unknown_no_monotonic,133,False
2025-12-25T06:00:00+00:00,short,unknown,unknown_no_monotonic,133,False
2025-12-25T12:00:00+00:00,short,unknown,unknown_no_monotonic,133,False
2025-12-25T18:00:00+00:00,short,unknown,unknown_no_monotonic,133,False
2025-12-26T00:00:00+00:00,long,unknown,unknown_no_monotonic,133,False
2025-12-26T06:00:00+00:00,long,unknown,unknown_no_monotonic,133,False
2025-12-26T12:00:00+00:00,long,unknown,unknown_no_monotonic,133,False
2025-12-26T18:00:00+00:00,long,unknown,unknown_no_monotonic,133,False
2025-12-27T00:00:00+00:00,long,unknown,unknown_no_monotonic,134,False
2025-12-27T06:00:00+00:00,long,unknown,unknown_no_monotonic,134,False
2025-12-27T12:00:00+00:00,long,unknown,unknown_no_monotonic,134,False
2025-12-27T18:00:00+00:00,long,unknown,unknown_no_monotonic,134,False
2025-12-28T00:00:00+00:00,long,unknown,unknown_no_monotonic,134,False
2025-12-28T06:00:00+00:00,long,unknown,unknown_no_monotonic,134,False
2025-12-28T12:00:00+00:00,long,unknown,unknown_no_monotonic,134,False
2025-12-28T18:00:00+00:00,long,unknown,unknown_no_monotonic,134,False
2025-12-29T00:00:00+00:00,long,unknown,unknown_no_monotonic,134,False
2025-12-29T06:00:00+00:00,short,unknown,unknown_no_monotonic,134,False
2025-12-29T12:00:00+00:00,short,unknown,unknown_no_monotonic,134,False
2025-12-29T18:00:00+00:00,short,unknown,unknown_no_monotonic,134,False
2025-12-30T00:00:00+00:00,long,unknown,unknown_no_monotonic,135,False
2025-12-30T06:00:00+00:00,long,unknown,unknown_no_monotonic,135,False
2025-12-30T12:00:00+00:00,long,unknown,unknown_no_monotonic,135,False
2025-12-30T18:00:00+00:00,long,unknown,unknown_no_monotonic,135,False
2025-12-31T00:00:00+00:00,long,unknown,unknown_no_monotonic,136,False
2025-12-31T06:00:00+00:00,long,unknown,unknown_no_monotonic,136,False
2025-12-31T12:00:00+00:00,short,unknown,unknown_no_monotonic,136,False
2025-12-31T18:00:00+00:00,short,unknown,unknown_no_monotonic,136,False
2026-01-01T00:00:00+00:00,short,unknown,unknown_no_monotonic,137,False
2026-01-01T06:00:00+00:00,short,unknown,unknown_no_monotonic,137,False
2026-01-01T12:00:00+00:00,short,unknown,unknown_no_monotonic,137,False
2026-01-01T18:00:00+00:00,short,unknown,unknown_no_monotonic,137,False
2026-01-02T00:00:00+00:00,long,unknown,unknown_no_monotonic,137,False
2026-01-02T06:00:00+00:00,long,unknown,unknown_no_monotonic,137,False
2026-01-02T12:00:00+00:00,long,unknown,unknown_no_monotonic,137,False
2026-01-02T18:00:00+00:00,long,unknown,unknown_no_monotonic,137,False
2026-01-03T00:00:00+00:00,short,short,m30_resample_closed,138,True
2026-01-03T06:00:00+00:00,short,short,m30_resample_closed,138,True
2026-01-03T12:00:00+00:00,short,short,m30_resample_closed,138,True
2026-01-03T18:00:00+00:00,short,short,m30_resample_closed,138,True
2026-01-04T00:00:00+00:00,short,short,m30_resample_closed,138,True
2026-01-04T06:00:00+00:00,short,short,m30_resample_closed,138,True
2026-01-04T12:00:00+00:00,short,short,m30_resample_closed,138,True
2026-01-04T18:00:00+00:00,short,short,m30_resample_closed,138,True
2026-01-05T00:00:00+00:00,long,short,m30_resample_closed,138,False
2026-01-05T06:00:00+00:00,long,short,m30_resample_closed,138,False
2026-01-05T12:00:00+00:00,long,short,m30_resample_closed,138,False
2026-01-05T18:00:00+00:00,long,short,m30_resample_closed,138,False
2026-01-06T00:00:00+00:00,long,unknown,unknown_no_monotonic,139,False
2026-01-06T06:00:00+00:00,long,unknown,unknown_no_monotonic,139,False
2026-01-06T12:00:00+00:00,long,unknown,unknown_no_monotonic,139,False
2026-01-06T18:00:00+00:00,long,unknown,unknown_no_monotonic,139,False
2026-01-07T00:00:00+00:00,long,long,m30_resample_closed,140,True
2026-01-07T06:00:00+00:00,short,long,m30_resample_closed,140,False
2026-01-07T12:00:00+00:00,short,long,m30_resample_closed,140,False
2026-01-07T18:00:00+00:00,short,long,m30_resample_closed,140,False
2026-01-08T00:00:00+00:00,long,unknown,unknown_no_monotonic,141,False
2026-01-08T06:00:00+00:00,short,unknown,unknown_no_monotonic,141,False
2026-01-08T12:00:00+00:00,short,unknown,unknown_no_monotonic,141,False
2026-01-08T18:00:00+00:00,long,unknown,unknown_no_monotonic,141,False
2026-01-09T00:00:00+00:00,long,short,m30_resample_closed,142,False
2026-01-09T06:00:00+00:00,long,short,m30_resample_closed,142,False
2026-01-09T12:00:00+00:00,long,short,m30_resample_closed,142,False
2026-01-09T18:00:00+00:00,long,short,m30_resample_closed,142,False
2026-01-10T00:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-10T06:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-10T12:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-10T18:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-11T00:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-11T06:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-11T12:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-11T18:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-12T00:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-12T06:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-12T12:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-12T18:00:00+00:00,long,unknown,unknown_no_monotonic,143,False
2026-01-13T00:00:00+00:00,long,long,m30_resample_closed,144,True
2026-01-13T06:00:00+00:00,long,long,m30_resample_closed,144,True
2026-01-13T12:00:00+00:00,short,long,m30_resample_closed,144,False
2026-01-13T18:00:00+00:00,short,long,m30_resample_closed,144,False
2026-01-14T00:00:00+00:00,long,unknown,unknown_no_monotonic,145,False
2026-01-14T06:00:00+00:00,long,unknown,unknown_no_monotonic,145,False
2026-01-14T12:00:00+00:00,long,unknown,unknown_no_monotonic,145,False
2026-01-14T18:00:00+00:00,long,unknown,unknown_no_monotonic,145,False
2026-01-15T00:00:00+00:00,long,unknown,unknown_no_monotonic,146,False
2026-01-15T06:00:00+00:00,short,unknown,unknown_no_monotonic,146,False
2026-01-15T12:00:00+00:00,short,unknown,unknown_no_monotonic,146,False
2026-01-15T18:00:00+00:00,short,unknown,unknown_no_monotonic,146,False
2026-01-16T00:00:00+00:00,long,unknown,unknown_no_monotonic,147,False
2026-01-16T06:00:00+00:00,short,unknown,unknown_no_monotonic,147,False
2026-01-16T12:00:00+00:00,short,unknown,unknown_no_monotonic,147,False
2026-01-16T18:00:00+00:00,long,unknown,unknown_no_monotonic,147,False
2026-01-17T00:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-17T06:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-17T12:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-17T18:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-18T00:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-18T06:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-18T12:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-18T18:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-19T00:00:00+00:00,short,short,m30_resample_closed,148,True
2026-01-19T06:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-19T12:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-19T18:00:00+00:00,long,short,m30_resample_closed,148,False
2026-01-20T00:00:00+00:00,long,unknown,unknown_no_monotonic,149,False
2026-01-20T06:00:00+00:00,long,unknown,unknown_no_monotonic,149,False
2026-01-20T12:00:00+00:00,long,unknown,unknown_no_monotonic,149,False
2026-01-20T18:00:00+00:00,long,unknown,unknown_no_monotonic,149,False
2026-01-21T00:00:00+00:00,long,long,m30_resample_closed,150,True
2026-01-21T06:00:00+00:00,long,long,m30_resample_closed,150,True
2026-01-21T12:00:00+00:00,long,long,m30_resample_closed,150,True
2026-01-21T18:00:00+00:00,long,long,m30_resample_closed,150,True
2026-01-22T00:00:00+00:00,long,long,m30_resample_closed,151,True
2026-01-22T06:00:00+00:00,short,long,m30_resample_closed,151,False
2026-01-22T12:00:00+00:00,long,long,m30_resample_closed,151,True
2026-01-22T18:00:00+00:00,long,long,m30_resample_closed,151,True
2026-01-23T00:00:00+00:00,long,long,m30_resample_closed,152,True
2026-01-23T06:00:00+00:00,long,long,m30_resample_closed,152,True
2026-01-23T12:00:00+00:00,long,long,m30_resample_closed,152,True
2026-01-23T18:00:00+00:00,long,long,m30_resample_closed,152,True
2026-01-24T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-24T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-24T12:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-24T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-25T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-25T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-25T12:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-25T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-26T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-26T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-26T12:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-26T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-27T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-27T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-27T12:00:00+00:00,long,long,m30_resample_closed,153,True
